"V for Vendetta","8.2","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.","R","2h 12min","2005","James McTeigue","54000000","","13251103562012"
"Blade Runner","8.2","A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.","R","1h 57min","1982","Ridley Scott","28000000","",""
"Smultronstället","8.2","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","","Drama","1957","Ingmar Bergman","","",""
"Sherlock Jr.","8.3","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","","Action","1924","Buster Keaton","","",""
"The General","8.2","When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.","","Action","1926","Clyde BruckmanBuster Keaton","750000","",""
"Warrior","8.2","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","PG-13","2h 20min","2011","Gavin O'Connor","25000000","","2305711532011"
"Dial M for Murder","8.2","An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B.","","Crime","1954","Alfred Hitchcock","1400000","","6000000311954"
"Trainspotting","8.2","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","R","1h 34min","1996","Danny Boyle","3500000","",""
"Gone with the Wind","8.2","A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.","","Drama","1939","Victor FlemingGeorge Cukor","3977000","","400176459"
"Gran Torino","8.1","Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","R","1h 56min","2008","Clint Eastwood","33000000","","269958228182009"
"No Country for Old Men","8.1","Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.","R","2h 2min","2007","Ethan CoenJoel Coen","25000000","","171627166"
"The Sixth Sense","8.1","A boy who communicates with spirits seeks the help of a disheartened child psychologist.","PG-13","1h 47min","1999","M. Night Shyamalan","40000000","","672806292"
"Fargo","8.1","Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.","R","1h 38min","1996","Joel CoenEthan Coen","7000000","","36000000"
"The Deer Hunter","8.2","An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.","","Drama","1978","Michael Cimino","15000000","",""
"There Will Be Blood","8.1","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","R","2h 38min","2007","Paul Thomas Anderson","25000000","","77208711"
"The Thing","8.1","A crew in Antarctica finds a neighboring camp destroyed and its crew dead. Whatever killed them is nowhere to be found, unless it's hidden in plain sight.","","Horror","1982","John Carpenter","15000000","",""
"Finding Nemo","8.1","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","","Animation","2003","Andrew StantonLee Unkrich","94000000","","936743261"
"The Big Lebowski","8.1","""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","R","1h 57min","1998","Joel CoenEthan Coen","15000000","","46189568"
"Idi i smotri","8.2","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","","Drama","1985","Elem Klimov","","",""
"Sunrise: A Song of Two Humans","8.2","An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.","","Drama","1927","F.W. Murnau","","",""
"Cool Hand Luke","8.1","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.","","Crime","1967","Stuart Rosenberg","3200000","","16217773"
"Tôkyô monogatari","8.2","An old couple visit their children and grandchildren in the city; but the children have little time for them.","","Drama","1953","Yasujirô Ozu","","",""
"Kill Bill: Vol. 1","8.1","The Bride wakens from a four-year coma. The child she carried in her womb is gone. Now she must wreak vengeance on the team of assassins who betrayed her - a team she was once part of.","R","1h 51min","2003","Quentin Tarantino","30000000","","180949045282012"
"Rebecca","8.2","A self-conscious bride is tormented by the memory of her husband's dead first wife.","","Drama","1940","Alfred Hitchcock","1288000","",""
"Eskiya","8.4","The epic adventures of the legendary Baran the Bandit following his release from prison. After serving 35 years, it is no surprise that the world has changed dramatically. Still, Baran ...
                    See full summary »","","Crime","1996","Yavuz Turgul","1200000","","1979000291997"
"Shutter Island","8.1","In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.","R","2h 18min","2010","Martin Scorsese","80000000","","294804195102010"
"Hacksaw Ridge","8.2","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.","R","2h 19min","2016","Mel Gibson","40000000","","175302354"
"How to Train Your Dragon","8.1","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","PG","1h 38min","2010","Dean DeBloisChris Sanders","165000000","","494878759222010"
"Mary and Max","8.1","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","","Animation","2009","Adam Elliot","8240000","","1739445"
"Andrei Rublev","8.2","The life, times and afflictions of the fifteenth-century Russian iconographer.","","Biography","1966","Andrei Tarkovsky","1000000","",""
"Gone Girl","8.1","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","R","2h 29min","2014","David Fincher","61000000","","369330363"
"Into the Wild","8.1","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","R","2h 28min","2007","Sean Penn","15000000","",""
"Life of Brian","8.1","Born on the original Christmas in the stable next door to Jesus, Brian of Nazareth spends his life being mistaken for a messiah.","","Comedy","1979","Terry Jones","4000000","","36045115"
"Blade Runner 2049","8.1","A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.","17+","2h 44min","2017","Denis Villeneuve","150000000","",""
"Relatos salvajes","8.1","Six short stories that explore the extremities of human behavior involving people in distress.","R","2h 2min","2014","Damián Szifron","3300000","","36353750"
"Rang De Basanti","8.3","The story of six young Indians who assist an English Woman to film a documentary on the extremist freedom fighters from their past, and the events that lead them to relive the long forgotten saga of freedom.","","Comedy","2006","Rakeysh Omprakash Mehra","","",""
"It Happened One Night","8.1","A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.","","Comedy","1934","Frank Capra","325000","",""
"La passion de Jeanne d'Arc","8.2","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.","","Biography","1928","Carl Theodor Dreyer","","",""
"Platoon","8.1","A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.","","Drama","1986","Oliver Stone","6000000","",""
"In the Name of the Father","8.1","A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.","R","2h 13min","1993","Jim Sheridan","13000000","","40700000311994"
"Network","8.1","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.","","Drama","1976","Sidney Lumet","","",""
"Stand by Me","8.1","After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","","Adventure","1986","Rob Reiner","8000000","",""
"Hotel Rwanda","8.1","Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.","D","2h 1min","2004","Terry George","17500000","","36532987"
"The Grand Budapest Hotel","8.1","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.","R","1h 39min","2014","Wes Anderson","25000000","","174600318"
"Stalker","8.1","A guide leads two men through an area known as the Zone to find a room that grants wishes.","","Drama","1979","Andrei Tarkovsky","6000000","",""
"Le salaire de la peur","8.2","In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","","Adventure","1953","Henri-Georges Clouzot","","",""
"Ben-Hur","8.1","When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.","","Adventure","1959","William Wyler","15900000","","196200000"
"Jurassic Park","8.1","During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.","PG-13","2h 7min","1993","Steven Spielberg","63000000","","1029153882"
"Rush","8.1","The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.","R","2h 3min","2013","Ron Howard","38000000","","90247624"
"Persona","8.1","A nurse is put in charge of a mute actress and finds that their personas are melding together.","","Drama","1966","Ingmar Bergman","","",""
"12 Years a Slave","8.1","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","R","2h 14min","2013","Steve McQueen","20000000","","187733202"
"Salinui chueok","8.1","In a small Korean province in 1986, three detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","","Action","2003","Joon-ho Bong","2800000","",""
"The Truman Show","8.1","An insurance salesman/adjuster discovers his entire life is actually a television show.","PG","1h 43min","1998","Peter Weir","60000000","","264118201"
"Million Dollar Baby","8.1","A determined woman works with a hardened boxing trainer to become a professional.","PG-13","2h 12min","2004","Clint Eastwood","30000000","","216763646"
"Les quatre cents coups","8.1","A young boy, left without attention, delves into a life of petty crime.","","Crime","1959","François Truffaut","","",""
"Mad Max: Fury Road","8.1","A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.","R","2h","2015","George Miller","","",""
"Spotlight","8.1","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","R","2h 8min","2015","Tom McCarthy","20000000","","91191352"
"Logan","8.1","In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.","17+","2h 17min","2017","James Mangold","97000000","","619021436"
"Amores perros","8.1","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","R","2h 34min","2000","Alejandro G. Iñárritu","2000000","",""
"Before Sunrise","8.1","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","R","1h 41min","1995","Richard Linklater","2500000","","17200000"
"Hachi: A Dog's Tale","8.1","A college professor's bond with the abandoned dog he takes into his home.","","Drama","2009","Lasse Hallström","16000000","","47707417"
"Butch Cassidy and the Sundance Kid","8.1","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heals. Their solution - escape to Bolivia.","PG","1h 50min","1969","George Roy Hill","6000000","",""
"Kaze no tani no Naushika","8.1","Warrior/pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.","PG","1h 57min","1984","Hayao Miyazaki","1000000","",""
"Prisoners","8.1","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","R","2h 33min","2013","Denis Villeneuve","46000000","","122126687122014"
"The Princess Bride","8.1","While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.","","Adventure","1987","Rob Reiner","16000000","",""
"La La Land","8.1","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","PG-13","2h 8min","2016","Damien Chazelle","30000000","","445636919"
"Catch Me If You Can","8.1","A seasoned FBI agent pursues Frank Abagnale Jr. who, before this 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.","PG-13","2h 21min","2002","Steven Spielberg","52000000","","352114312"
"A Wednesday","8.2","A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.","","Crime","2008","Neeraj Pandey","","",""
"The Maltese Falcon","8.1","A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.","","Film-Noir","1941","John Huston","375000","","1772000"
"Harry Potter and the Deathly Hallows: Part 2","8.1","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","PG-13","2h 10min","2011","David Yates","125000000","","1341511219272013"
"Rocky","8.1","Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.","","Drama","1976","John G. Avildsen","960000","","225000000"
"Le notti di Cabiria","8.1","A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.","","Drama","1957","Federico Fellini","","",""
"The Grapes of Wrath","8.1","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.","","Drama","1940","John Ford","800000","",""
"Monsters, Inc.","8.1","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","G","1h 32min","2001","Pete DocterDavid Silverman","115000000","","562816256"
"Les diaboliques","8.1","The wife and mistress of a cruel headmaster conspire to kill him; after the murder is committed, his corpse disappears, and strange events begin to plague the two women.","","Crime","1955","Henri-Georges Clouzot","","",""
"Barry Lyndon","8.1","An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.","","Adventure","1975","Stanley Kubrick","11000000","","31500000311975"
"Donnie Darko","8.1","A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.","R","1h 53min","2001","Richard Kelly","","",""
"Paper Moon","8.1","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","","Comedy","1973","Peter Bogdanovich","2500000","",""
"Gandhi","8.1","Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.","","Biography","1982","Richard Attenborough","22000000","","127767889"
"Touch of Evil","8.1","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","PG-13","1h 35min","1958","Orson Welles","829000","",""
"The Terminator","8.0","A seemingly indestructible Android is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all cost","","Action","1984","James Cameron","6400000","","40000000"
"La haine","8.1","24 hours in the lives of three young men in the French suburbs the day after a violent riot.","","Crime","1995","Mathieu Kassovitz","2590000","",""
"Groundhog Day","8.0","A weatherman finds himself inexplicably living the same day over and over again.","PG","1h 41min","1993","Harold Ramis","14600000","",""
"The Wizard of Oz","8.0","Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home in Kansas and help her friends as well.","PG","1h 42min","1939","Victor FlemingGeorge Cukor","2800000","",""
"The Bourne Ultimatum","8.0","Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.","PG-13","1h 55min","2007","Paul Greengrass","110000000","","442824138292007"
"Dead Poets Society","8.1","English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.","","Comedy","1989","Peter Weir","16400000","","140000000"
"Annie Hall","8.0","Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.","","Comedy","1977","Woody Allen","4000000","",""
"8½","8.1","A harried movie director retreats into his memories and fantasies.","","Drama","1963","Federico Fellini","","",""
"Jaws","8.0","A local sheriff, a marine biologist and an old seafarer team up to hunt down a great white shark wrecking havoc in a beach resort.","","Adventure","1975","Steven Spielberg","8000000","","470653000"
"Faa yeung nin wa","8.1","Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","PG","1h 38min","2000","Kar-Wai Wong","","",""
"The Help","8.1","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","PG-13","2h 26min","2011","Tate Taylor","25000000","","216639112"
"The Best Years of Our Lives","8.1","Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.","","Drama","1946","William Wyler","2100000","","44309982"
"Paris, Texas","8.1","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","","Drama","1984","Wim Wenders","1162000","",""
"Mou gaan dou","8.1","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","R","1h 41min","2002","Wai-Keung LauAlan Mak","6428966","","8708932212004"
"Twelve Monkeys","8.0","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.","R","2h 9min","1995","Terry Gilliam","29000001","","168839459"
"La battaglia di Algeri","8.1","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","","Drama","1966","Gillo Pontecorvo","800000","",""
"Drishyam","8.3","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.","","Crime","2015","Nishikant Kamat","9400000","",""
"Before Sunset","8.1","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","R","1h 20min","2004","Richard Linklater","2700000","",""
"Gangs of Wasseypur","8.2","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","","Action","2012","Anurag Kashyap","184000000","",""
"Trois couleurs: Rouge","8.1","A model discovers her neighbor is keen on invading people's privacy.","R","1h 39min","1994","Krzysztof Kieslowski","","",""
"Beauty and the Beast","8.0","A young woman whose father has been imprisoned by a terrifying beast offers herself in his place, unaware that her captor is actually a prince, physically altered by a magic spell.","","Animation","1991","Gary TrousdaleKirk Wise","25000000","","424967620"
"Akira","8.1","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.","R","2h 4min","1988","Katsuhiro Ôtomo","1100000000","",""
